Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05537957057534565,0.06352369853600372,0.05537957057534565,0.06080857291817665,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06080855965371842,0.06406658479514019,0.06080855965371842,0.06298016011714935,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.0629801568071584,0.06460948151537602,0.0629801568071584,0.064066581428051,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06406656812964819,0.06460946810428257,0.06189434378499772,0.06243724375963211,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06243726349106535,0.06298016363726712,0.06080856305246003,0.061351463198661804,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06135146298789401,0.06135146298789401,0.059179862410547276,0.05972276255488396,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05972275467874526,0.06080855482422509,0.057008254315045685,0.05809405446052551,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05809404635720558,0.05809404635720558,0.05592244636915423,0.05646534636616707,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05646536019480665,0.05755116045475006,0.05592246006483495,0.05755116045475006,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05755119330651897,0.05972279506601447,0.0570082928666451,0.059179894626140594,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.059179852724411744,0.06026565283536911,0.059179852724411744,0.06026565283536911,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.060265662699220644,0.060265662699220644,0.05863696226621059,0.05972276255488396,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05972279506601447,0.05972279506601447,0.059179894626140594,0.059179894626140594,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.059179862410547276,0.06080856284355733,0.059179862410547276,0.05972276255488396,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.06026565283536911,0.06189435300180515,0.06026565283536911,0.06026565283536911,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.06026565283536911,0.06080855289084779,0.06026565283536911,0.06026565283536911,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.060265695505888346,0.06080859594576222,0.05809409374639284,0.059179894626140594,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.059179862410547276,0.06080856284355733,0.059179862410547276,0.05972276255488396,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05972277244961045,0.06135147315245976,0.05972277244961045,0.06080857291817665,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.06080856305246003,0.061894363344863576,0.05972276276005649,0.061351463198661804,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06189434378499772,0.0635236681550138,0.06189434378499772,0.06243724375963211,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06243726000129162,0.06352368467928245,0.06243726000129162,0.06298016011714935,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06298016011714935,0.06298016011714935,0.06080855965371842,0.06298016011714935,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.0629801594539316,0.06569528445090377,0.06243725934379091,0.06515238434076309,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06515240045387274,0.06569530069828033,0.06515240045387274,0.06569530069828033,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.0656952802741938,0.0656952802741938,0.06298015544984116,0.06352367997169495,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06352367997169495,0.06406658004731966,0.06189435529859173,0.06352367997169495,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.0635236681550138,0.0635236681550138,0.06243724375963211,0.06243724375963211,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.06243728761803341,0.06298018797402231,0.061894387262044506,0.06270873546600342,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06270869531131383,0.07003847220021367,0.062437247637161776,0.06895267218351364,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06949558450508292,0.07628246258813097,0.06949558450508292,0.07329650968313217,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07329649623340684,0.07438229624324721,0.0727529717823389,0.07383939623832703,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07383943486991786,0.07383943486991786,0.07112430897865948,0.07166720926761627,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07166718281245979,0.07221008290101094,0.06840978228115287,0.07003848254680634,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.07003847220021367,0.07003847220021367,0.06786687216681361,0.06895267218351364,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.06895267218351364,0.07003847220021367,0.06840977217516363,0.06895267218351364,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.06895270827255828,0.06895270827255828,0.06840980798006058,0.06840980798006058,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.06895267218351364,0.07003847220021367,0.06895267218351364,0.06895267218351364,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.06895267218351364,0.06949557219186366,0.06786687216681361,0.06895267218351364,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.06895268840496104,0.06949558854103088,0.06840978826889119,0.06949558854103088,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.06949557219186366,0.06949557219186366,0.06895267218351364,0.06895267218351364,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.06895268840496104,0.07112428894924043,0.06895268840496104,0.06949558854103088,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.06949558245825518,0.07058138263535749,0.06949558245825518,0.07003848254680634,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.07003848867710073,0.07003848867710073,0.06949558854103088,0.06949558854103088,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.06949558854103088,0.07058138881317058,0.06949558854103088,0.06949558854103088,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.06949558245825518,0.07166718281245979,0.06949558245825518,0.07003848254680634,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.07003847220021367,0.07003847220021367,0.06840977217516363,0.06895267218351364,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.06895270827255828,0.06895270827255828,0.06786690768756287,0.06840980798006058,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.06840982075628942,0.06895272115017928,0.06732401996850967,0.06732401996850967,8092800,0.0,0.0
1986-05-22 00:00:00-04:00,0.06732401996850967,0.06786692036239954,0.06732401996850967,0.06732401996850967,4406400,0.0,0.0
1986-05-23 00:00:00-04:00,0.06732401996850967,0.06840982075628942,0.06732401996850967,0.06732401996850967,4089600,0.0,0.0
1986-05-27 00:00:00-04:00,0.06732398799675149,0.06949558854103088,0.06732398799675149,0.06949558854103088,13881600,0.0,0.0
1986-05-28 00:00:00-04:00,0.06949560811178915,0.07166720926761627,0.06949560811178915,0.07166720926761627,15523200,0.0,0.0
1986-05-29 00:00:00-04:00,0.07166718492324686,0.07438230989221414,0.07112428481870588,0.07329650968313217,45676800,0.0,0.0
1986-05-30 00:00:00-04:00,0.07383944530452814,0.07709684749858813,0.07383944530452814,0.0760110467672348,27072000,0.0,0.0
1986-06-02 00:00:00-04:00,0.07601099625800777,0.07601099625800777,0.07383939623832703,0.07383939623832703,19728000,0.0,0.0
1986-06-03 00:00:00-04:00,0.07383939623832703,0.07383939623832703,0.0727529717823389,0.07383939623832703,5011200,0.0,0.0
1986-06-04 00:00:00-04:00,0.07383940978767316,0.07438230989221414,0.07275298513232885,0.07329650968313217,4723200,0.0,0.0
1986-06-05 00:00:00-04:00,0.07329650500547559,0.07438230514526367,0.07275298048935906,0.07438230514526367,13708800,0.0,0.0
1986-06-06 00:00:00-04:00,0.07438230514526367,0.07438230514526367,0.07329650500547559,0.07438230514526367,3427200,0.0,0.0
1986-06-09 00:00:00-04:00,0.07438232614612673,0.07438232614612673,0.07112430036067963,0.07112430036067963,12672000,0.0,0.0
1986-06-10 00:00:00-04:00,0.07112430036067963,0.07112430036067963,0.0700384999143302,0.07112430036067963,3427200,0.0,0.0
1986-06-11 00:00:00-04:00,0.07112430036067963,0.07112430036067963,0.0700384999143302,0.07112430036067963,2304000,0.0,0.0
1986-06-12 00:00:00-04:00,0.0711243094425491,0.0711243094425491,0.06786690768756287,0.06840980798006058,13708800,0.0,0.0
1986-06-13 00:00:00-04:00,0.06840980798006058,0.06895270827255828,0.06786690768756287,0.06840980798006058,7891200,0.0,0.0
1986-06-16 00:00:00-04:00,0.06840979178652916,0.068952691950515,0.06732399145855751,0.06786689162254333,9590400,0.0,0.0
1986-06-17 00:00:00-04:00,0.06840977217516363,0.07003847220021367,0.06840977217516363,0.06895267218351364,13075200,0.0,0.0
1986-06-18 00:00:00-04:00,0.06895270827255828,0.06895270827255828,0.06732400739506517,0.06840980798006058,4348800,0.0,0.0
1986-06-19 00:00:00-04:00,0.06840979178652916,0.068952691950515,0.06732399145855751,0.06786689162254333,8467200,0.0,0.0
1986-06-20 00:00:00-04:00,0.06786689365586229,0.06840979383611363,0.06786689365586229,0.06813834607601166,3801600,0.0,0.0
1986-06-23 00:00:00-04:00,0.06813832450101158,0.06895267218351364,0.06678107215011359,0.06895267218351364,46195200,0.0,0.0
1986-06-24 00:00:00-04:00,0.06895270827255828,0.06949560856505599,0.06786690768756287,0.06840980798006058,14572800,0.0,0.0
1986-06-25 00:00:00-04:00,0.06840982075628942,0.06895272115017928,0.06732401996850967,0.06732401996850967,15235200,0.0,0.0
1986-06-26 00:00:00-04:00,0.06732398478132581,0.06786688489146649,0.06515238434076309,0.06515238434076309,19152000,0.0,0.0
1986-06-27 00:00:00-04:00,0.06515242054916716,0.0656953209610243,0.06406661972545288,0.06460952013731003,10396800,0.0,0.0
1986-06-30 00:00:00-04:00,0.06460948813793903,0.0684097891387504,0.06406658799496598,0.06678108870983124,62352000,0.0,0.0
1986-07-01 00:00:00-04:00,0.06678108870983124,0.06678108870983124,0.06623818856685819,0.06678108870983124,47577600,0.0,0.0
1986-07-02 00:00:00-04:00,0.06678108870983124,0.06678108870983124,0.06623818856685819,0.06678108870983124,52617600,0.0,0.0
1986-07-03 00:00:00-04:00,0.06732399145855751,0.06840979178652916,0.06732399145855751,0.06786689162254333,14140800,0.0,0.0
1986-07-07 00:00:00-04:00,0.06786688489146649,0.06786688489146649,0.06515238434076309,0.06515238434076309,14054400,0.0,0.0
1986-07-08 00:00:00-04:00,0.06515238019856909,0.06515238019856909,0.06298015544984116,0.06352367997169495,14256000,0.0,0.0
1986-07-09 00:00:00-04:00,0.06352369853600372,0.06352369853600372,0.06026567268389355,0.06080857291817665,46137600,0.0,0.0
1986-07-10 00:00:00-04:00,0.06080859594576222,0.0613514963856361,0.05646539242677122,0.059179894626140594,46886400,0.0,0.0
1986-07-11 00:00:00-04:00,0.059179872215327355,0.061894373386742856,0.059179872215327355,0.06080857291817665,17395200,0.0,0.0
1986-07-14 00:00:00-04:00,0.059179861681324705,0.06135146223191268,0.059179861681324705,0.05999420955777168,28598400,0.0,0.0
1986-07-15 00:00:00-04:00,0.05999422023672808,0.061894373386742856,0.059179872215327355,0.06080857291817665,13190400,0.0,0.0
1986-07-16 00:00:00-04:00,0.06135145976957615,0.06298016011714935,0.06135145976957615,0.06298016011714935,9360000,0.0,0.0
1986-07-17 00:00:00-04:00,0.0629801568071584,0.064066581428051,0.06243725671983338,0.064066581428051,6940800,0.0,0.0
1986-07-18 00:00:00-04:00,0.06406661972545288,0.06515242054916716,0.062437294043265666,0.06460952013731003,12326400,0.0,0.0
1986-07-21 00:00:00-04:00,0.06460952013731003,0.0656953209610243,0.06460952013731003,0.06460952013731003,3513600,0.0,0.0
1986-07-22 00:00:00-04:00,0.06460948813793903,0.06678108870983124,0.06460948813793903,0.06678108870983124,10512000,0.0,0.0
1986-07-23 00:00:00-04:00,0.06678108467118513,0.06786688489146649,0.06515238434076309,0.06515238434076309,20793600,0.0,0.0
1986-07-24 00:00:00-04:00,0.06623821918072995,0.06840982075628942,0.06623821918072995,0.06732401996850967,14140800,0.0,0.0
1986-07-25 00:00:00-04:00,0.06732399145855751,0.06840979178652916,0.06732399145855751,0.06786689162254333,20448000,0.0,0.0
1986-07-28 00:00:00-04:00,0.06786690291765919,0.06786690291765919,0.06623820215463638,0.06623820215463638,11808000,0.0,0.0
1986-07-29 00:00:00-04:00,0.06623822137288143,0.06678112178473858,0.06352371931359575,0.06460952013731003,14054400,0.0,0.0
1986-07-30 00:00:00-04:00,0.06460946810428257,0.06460946810428257,0.06026564386109456,0.06243724375963211,26409600,0.0,0.0
