Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-21 09:30:00-05:00,97.29000091552734,98.29000091552734,97.13999938964844,97.63999938964844,933658,0,0
2022-11-21 09:35:00-05:00,97.66999816894531,98.11000061035156,97.66999816894531,98.02120208740234,481441,0,0
2022-11-21 09:40:00-05:00,98.0199966430664,98.2699966430664,97.97000122070312,98.125,456077,0,0
2022-11-21 09:45:00-05:00,98.125,98.3550033569336,97.95999908447266,98.30000305175781,320705,0,0
2022-11-21 09:50:00-05:00,98.29499816894531,98.4000015258789,98.01000213623047,98.18789672851562,232893,0,0
2022-11-21 09:55:00-05:00,98.18000030517578,98.19000244140625,97.75,97.80500030517578,228725,0,0
2022-11-21 10:00:00-05:00,97.83000183105469,97.94999694824219,97.5999984741211,97.67500305175781,219899,0,0
2022-11-21 10:05:00-05:00,97.68000030517578,97.69999694824219,97.41500091552734,97.58999633789062,291482,0,0
2022-11-21 10:10:00-05:00,97.61000061035156,97.63999938964844,97.4800033569336,97.5,142689,0,0
2022-11-21 10:15:00-05:00,97.50420379638672,97.61000061035156,97.4000015258789,97.45500183105469,172939,0,0
2022-11-21 10:20:00-05:00,97.44999694824219,97.46499633789062,96.91000366210938,96.93150329589844,329400,0,0
2022-11-21 10:25:00-05:00,96.93000030517578,97.12000274658203,96.83999633789062,97.03500366210938,305264,0,0
2022-11-21 10:30:00-05:00,97.02999877929688,97.16000366210938,96.92500305175781,97.0,235043,0,0
2022-11-21 10:35:00-05:00,96.99500274658203,97.05010223388672,96.9000015258789,96.94000244140625,221951,0,0
2022-11-21 10:40:00-05:00,96.91999816894531,97.0,96.80000305175781,96.87999725341797,181925,0,0
2022-11-21 10:45:00-05:00,96.87000274658203,96.88999938964844,96.66999816894531,96.7300033569336,220489,0,0
2022-11-21 10:50:00-05:00,96.73500061035156,96.80000305175781,96.66999816894531,96.74009704589844,203922,0,0
2022-11-21 10:55:00-05:00,96.73999786376953,96.8499984741211,96.70999908447266,96.79000091552734,198838,0,0
2022-11-21 11:00:00-05:00,96.79000091552734,96.87000274658203,96.75,96.77999877929688,154633,0,0
2022-11-21 11:05:00-05:00,96.78500366210938,96.9000015258789,96.76000213623047,96.8499984741211,194336,0,0
2022-11-21 11:10:00-05:00,96.84500122070312,96.88999938964844,96.70500183105469,96.81999969482422,127380,0,0
2022-11-21 11:15:00-05:00,96.81999969482422,96.87999725341797,96.72059631347656,96.73999786376953,123559,0,0
2022-11-21 11:20:00-05:00,96.73999786376953,96.83999633789062,96.69999694824219,96.81999969482422,101494,0,0
2022-11-21 11:25:00-05:00,96.83000183105469,96.86000061035156,96.58000183105469,96.62750244140625,149602,0,0
2022-11-21 11:30:00-05:00,96.625,96.68000030517578,96.44000244140625,96.52269744873047,180768,0,0
2022-11-21 11:35:00-05:00,96.5250015258789,96.66840362548828,96.5250015258789,96.58999633789062,123313,0,0
2022-11-21 11:40:00-05:00,96.58999633789062,96.68000030517578,96.51000213623047,96.52999877929688,106539,0,0
2022-11-21 11:45:00-05:00,96.52999877929688,96.6050033569336,96.51499938964844,96.52120208740234,109965,0,0
2022-11-21 11:50:00-05:00,96.5199966430664,96.62999725341797,96.47000122070312,96.54000091552734,153167,0,0
2022-11-21 11:55:00-05:00,96.54000091552734,96.54000091552734,96.23999786376953,96.36000061035156,222648,0,0
2022-11-21 12:00:00-05:00,96.37000274658203,96.5199966430664,96.33999633789062,96.36499786376953,175971,0,0
